province_name,province,start_date,trim_date,R0,Gbar,beta0, break_dates,initial_relative_beta0,break_date_notes,vacdat_url,report_vars,reltol
Ontario, ON,2020-03-03,2020-09-15,1.05,6,0.502,2020-09-15;2020-10-03;2020-11-23;2020-12-30;2021-01-14;2021-02-27;2021-03-19;2021-04-08;2021-06-11;2021-06-30;2021-07-16;2021-08-18;2021-09-01,0.85;0.88;0.83;0.65;0.63;1;1.18;0.73;0.6;0.7773428;1.5;1.5;1.3,pausing restrictions; 5 regions move to red;lockdown in Toronto and Peel;elevated risk levels for 7 regions and lockdown in Windsor-Essex and York; province wide lockdown;stay-home-order;stay home order end for 3 regions;stay home order ends;raised indoor dining limits and outdoor dining allowed;stay home order again;stage 1 reopening;stage 2 reopening,https://docs.google.com/spreadsheets/d/1PjkemMdFSZgA-M8Esr6rbNjHiyfcXcBxPeMjselJIso/edit#gid=0,report,1e-08
