"","date","province","vaxPop","secondVaxPop","firstJabs","secondJabs","jabs","eli_pop","pop","province2"
"208",2021-10-02,"sk",829336.396137165,738355.719623607,2087.43291363167,1580.13017250423,3667.56308613589,1033088,1179906,"SK"
"209",2021-10-03,"sk",831423.387536338,739936.073776735,2086.99139917386,1580.35415312881,3667.34555230266,1033088,1179906,"SK"
"210",2021-10-04,"sk",833509.918978337,741516.647899635,2086.53144199809,1580.57412289991,3667.105564898,1033088,1179906,"SK"
"211",2021-10-05,"sk",835595.970844584,743097.438079331,2086.05186624767,1580.79017969524,3666.8420459429,1033088,1179906,"SK"
"212",2021-10-06,"sk",837681.522238814,744678.440496827,2085.55139422964,1581.00241749652,3666.55381172616,1033088,1179906,"SK"
"213",2021-10-07,"sk",839766.550873987,746259.651423346,2085.02863517334,1581.21092651901,3666.23956169235,1033088,1179906,"SK"
"214",2021-10-08,"sk",841851.032946456,747841.067216673,2084.48207246931,1581.41579332727,3665.89786579658,1033088,1179906,"SK"
"215",2021-10-09,"sk",843934.9429956,749422.684317615,2083.91004914371,1581.6171009416,3665.52715008531,1033088,1179906,"SK"
"216",2021-10-10,"sk",846018.253746878,751004.499246546,2083.31075127772,1581.81492893095,3665.12568020867,1033088,1179906,"SK"
"217",2021-10-11,"sk",848100.935935903,752586.508600041,2082.6821890251,1582.00935349544,3664.69154252054,1033088,1179906,"SK"
"218",2021-10-12,"sk",850182.958110716,754168.709047577,2082.02217481344,1582.20044753572,3664.22262234916,1033088,1179906,"SK"
"219",2021-10-13,"sk",852264.286408944,755751.097328288,2081.32829822798,1582.38828071067,3663.71657893865,1033088,1179906,"SK"
"220",2021-10-14,"sk",854344.884305923,757333.670247769,2080.59789697896,1582.57291948074,3663.17081645969,1033088,1179906,"SK"
"221",2021-10-15,"sk",856424.712329142,758916.424674906,2079.8280232182,1582.75442713755,3662.58245035575,1033088,1179906,"SK"
"222",2021-10-16,"sk",858503.727733459,760499.357538724,2079.01540431741,1582.9328638179,3661.94826813531,1033088,1179906,"SK"
"223",2021-10-17,"sk",860581.884130475,762082.465825225,2078.1563970159,1583.10828650114,3661.26468351705,1033088,1179906,"SK"
"224",2021-10-18,"sk",862659.131064072,763665.746574212,2077.24693359667,1583.28074898699,3660.52768258366,1033088,1179906,"SK"
"225",2021-10-19,"sk",864735.413522502,765249.196876065,2076.28245843051,1583.45030185278,3659.73276028328,1033088,1179906,"SK"
"226",2021-10-20,"sk",866810.67137532,766832.813868451,2075.25785281789,1583.61699238617,3658.87484520406,1033088,1179906,"SK"
"227",2021-10-21,"sk",868884.838720861,768416.594732941,2074.1673455406,1583.78086449043,3657.94821003103,1033088,1179906,"SK"
"228",2021-10-22,"sk",870957.843126719,770000.536691498,2073.00440585811,1583.94195855642,3656.94636441453,1033088,1179906,"SK"
"229",2021-10-23,"sk",873029.604741521,771584.637002796,2071.76161480276,1584.10031129781,3655.86192610057,1033088,1179906,"SK"
"230",2021-10-24,"sk",875100.035250999,773168.892958335,2070.43050947809,1584.25595553918,3654.68646501726,1033088,1179906,"SK"
"231",2021-10-25,"sk",877169.036644533,774753.301878286,2069.00139353366,1584.40891995118,3653.41031348484,1033088,1179906,"SK"
"232",2021-10-26,"sk",879236.499749485,776337.861107004,2067.46310495143,1584.55922871805,3652.02233366948,1033088,1179906,"SK"
"233",2021-10-27,"sk",881302.302479012,777922.568008129,2065.802729527,1584.70690112503,3650.50963065203,1033088,1179906,"SK"
"234",2021-10-28,"sk",883366.307723697,779507.419959174,2064.00524468534,1584.8519510451,3648.85719573044,1033088,1179906,"SK"
"235",2021-10-29,"sk",885428.360796803,781092.414345475,2062.05307310564,1584.99438630033,3647.04745940596,1033088,1179906,"SK"
"236",2021-10-30,"sk",887488.286315255,782677.548553339,2059.92551845254,1585.13420786464,3645.05972631718,1033088,1179906,"SK"
"237",2021-10-31,"sk",889545.884360618,784262.819962205,2057.59804536263,1585.27140886628,3642.8694542289,1033088,1179906,"SK"
"238",2021-11-01,"sk",891600.925711968,785848.225935534,2055.04135135002,1585.40597332804,3640.44732467807,1033088,1179906,"SK"
"239",2021-11-02,"sk",893653.145869227,787433.763810104,2052.22015725961,1585.53787457035,3637.75803182996,1033088,1179906,"SK"
"240",2021-11-03,"sk",895702.237481129,789019.430883268,2049.091611902,1585.66707316367,3634.75868506567,1033088,1179906,"SK"
"241",2021-11-04,"sk",897747.840641154,790605.224397549,2045.6031600245,1585.79351428139,3631.3966743059,1033088,1179906,"SK"
"242",2021-11-05,"sk",899789.530292895,792191.141521785,2041.68965174153,1585.91712423589,3627.60677597742,1033088,1179906,"SK"
"243",2021-11-06,"sk",901826.799653641,793777.179327669,2037.26936074521,1586.03780588426,3623.30716662947,1033088,1179906,"SK"
"244",2021-11-07,"sk",903859.038055422,795363.334760116,2032.23840178119,1586.15543244698,3618.39383422816,1033088,1179906,"SK"
"245",2021-11-08,"sk",905885.500803872,796949.604599162,2026.46274844988,1586.26983904594,3612.73258749582,1033088,1179906,"SK"
"246",2021-11-09,"sk",907905.267369076,798535.985410058,2019.76656520425,1586.38081089593,3606.14737610018,1033088,1179906,"SK"
"247",2021-11-10,"sk",909917.182090181,800122.473476518,2011.91472110525,1586.48806645966,3598.4027875649,1033088,1179906,"SK"
"248",2021-11-11,"sk",911919.76791982,801709.064709316,2002.58582963911,1586.59123279818,3589.17706243729,1033088,1179906,"SK"
"249",2021-11-12,"sk",913911.097224126,803295.754517746,1991.32930430584,1586.68980843038,3578.01911273622,1033088,1179906,"SK"
"250",2021-11-13,"sk",915888.591541,804882.537623158,1977.4943168743,1586.7831054118,3564.2774222861,1033088,1179906,"SK"
"251",2021-11-14,"sk",917848.698484308,806469.407778424,1960.10694330779,1586.87015526602,3546.97709857381,1033088,1179906,"SK"
"252",2021-11-15,"sk",919786.344688151,808056.357327004,1937.64620384248,1586.94954857964,3524.59575242212,1033088,1179906,"SK"
"253",2021-11-16,"sk",921693.953652101,809643.376471762,1907.60896395077,1587.01914475812,3494.62810870889,1033088,1179906,"SK"
"254",2021-11-17,"sk",923559.549639067,811230.451978424,1865.59598696569,1587.0755066619,3452.6714936276,1033088,1179906,"SK"
"255",2021-11-18,"sk",925362.745026603,812817.564669752,1803.19538753561,1587.11269132816,3390.30807886377,1033088,1179906,"SK"
"256",2021-11-19,"sk",927065.180790727,814404.683999499,1702.43576412415,1587.11932974681,3289.55509387096,1033088,1179906,"SK"
"257",2021-11-20,"sk",928583.992835053,815991.75436399,1518.81204432622,1587.07036449178,3105.882408818,1033088,1179906,"SK"
"258",2021-11-21,"sk",929704.418140773,817578.653277956,1120.4253057203,1586.89891396591,2707.32421968621,1033088,1179906,"SK"
"259",2021-11-22,"sk",929844.077206325,819165.065287893,139.659065551357,1586.41200993652,1726.07107548788,1033088,1179906,"SK"
"260",2021-11-23,"sk",929705.815990541,820750.87218818,-138.261215784121,1585.80690028751,1447.54568450339,1033088,1179906,"SK"
"261",2021-11-24,"sk",929843.034357303,822336.137921207,137.21836676239,1585.26573302667,1722.48409978906,1033088,1179906,"SK"
"262",2021-11-25,"sk",929707.138791404,823920.731117935,-135.89556589874,1584.5931967278,1448.69763082906,1033088,1179906,"SK"
"263",2021-11-26,"sk",929842.041919527,825504.719487339,134.903128122562,1583.98836940469,1718.89149752725,1033088,1179906,"SK"
"264",2021-11-27,"sk",929708.393027365,827087.955867895,-133.648892162135,1583.23638055578,1449.58748839365,1033088,1179906,"SK"
"265",2021-11-28,"sk",929841.095895435,828670.512067903,132.702868069871,1582.55620000744,1715.25906807731,1033088,1179906,"SK"
"266",2021-11-29,"sk",929709.584423477,830252.221778348,-131.511471957201,1581.70971044526,1450.19823848805,1033088,1179906,"SK"
"267",2021-11-30,"sk",929840.192721865,831833.161222791,130.608298387378,1580.93944444321,1711.54774283059,1033088,1179906,"SK"
"268",2021-12-01,"sk",929710.718056516,833413.14059646,-129.474665348418,1579.97937366925,1450.50470832083,1033088,1179906,"SK"
"269",2021-12-02,"sk",929839.329210787,834992.240797595,128.611154270591,1579.10020113422,1707.71135540481,1033088,1179906,"SK"
"270",2021-12-03,"sk",929711.798446509,836570.242791487,-127.530764277559,1578.00199389237,1450.47122961481,1033088,1179906,"SK"
"271",2021-12-04,"sk",929838.502499675,838147.232281151,126.704053165508,1576.98948966351,1703.69354282902,1033088,1179906,"SK"
"272",2021-12-05,"sk",929712.82963294,839722.953290679,-125.672866734792,1575.72100952815,1450.04814279336,1033088,1179906,"SK"
"273",2021-12-06,"sk",929837.710009713,841297.496195556,124.880376773071,1574.54290487734,1699.42328165041,1033088,1179906,"SK"
"274",2021-12-07,"sk",929713.815238565,842870.557474786,-123.894771148684,1573.06127922982,1449.16650808114,1033088,1179906,"SK"
"275",2021-12-08,"sk",929836.949410413,844442.231536222,123.134171848535,1571.67406143632,1694.80823328486,1033088,1179906,"SK"
"276",2021-12-09,"sk",929714.758523155,846012.15235304,-122.190887257573,1569.92081681779,1447.72992956021,1033088,1179906,"SK"
"277",2021-12-10,"sk",929836.218589501,847580.416756511,121.460066345753,1568.26440347137,1689.72446981713,1033088,1179906,"SK"
"278",2021-12-11,"sk",929715.662429004,849146.574466076,-120.55616049713,1566.15770956455,1445.60154906742,1033088,1179906,"SK"
"279",2021-12-12,"sk",929835.515627175,850710.721268112,119.853198171244,1564.14680203644,1684.00000020768,1033088,1179906,"SK"
"280",2021-12-13,"sk",929716.529619631,852272.289880702,-118.986007544212,1561.5686125895,1442.58260504529,1033088,1179906,"SK"
"281",2021-12-14,"sk",929834.838773993,853831.36793259,118.309154362301,1559.07805188815,1677.38720625045,1033088,1179906,"SK"
"282",2021-12-15,"sk",929717.362512877,855387.219707357,-117.476261116215,1555.85177476739,1438.37551365118,1033088,1179906,"SK"
"283",2021-12-16,"sk",929834.186431804,856939.910165113,116.823918927112,1552.69045775582,1669.51437668293,1033088,1179906,"SK"
"284",2021-12-17,"sk",929718.163309312,858488.450122695,-116.023122492363,1548.53995758179,1432.51683508942,1033088,1179906,"SK"
"285",2021-12-18,"sk",929833.557137235,860032.851571257,115.393827923457,1544.40144856228,1659.79527648573,1033088,1179906,"SK"
"286",2021-12-19,"sk",929718.934016725,861571.722024254,-114.623120510718,1538.87045299681,1424.24733248609,1033088,1179906,"SK"
"287",2021-12-20,"sk",929832.94954734,863104.954133666,114.015530615347,1533.23210941185,1647.2476400272,1033088,1179906,"SK"
"288",2021-12-21,"sk",929719.676471322,864630.465698286,-113.273076018086,1525.51156462019,1412.2384886021,1033088,1179906,"SK"
"289",2021-12-22,"sk",929832.362427078,866147.873342427,112.685955756227,1517.40764414077,1630.09359989699,1033088,1179906,"SK"
"290",2021-12-23,"sk",929720.392356141,867653.795635191,-111.970070937183,1505.92229276407,1393.95222182688,1033088,1179906,"SK"
"291",2021-12-24,"sk",929831.794638358,869147.160061763,111.402282217168,1493.36442657164,1604.76670878881,1033088,1179906,"SK"
"292",2021-12-25,"sk",929721.083217104,870621.781864029,-110.711421253975,1474.62180226692,1363.91038101295,1033088,1179906,"SK"
"293",2021-12-26,"sk",929831.245130414,872074.616509905,110.161913309945,1452.83464587503,1562.99655918498,1033088,1179906,"SK"
"294",2021-12-27,"sk",929721.750477061,873492.064180107,-109.494653353002,1417.44767020235,1307.95301684935,1033088,1179906,"SK"
"295",2021-12-28,"sk",929830.71293133,874863.976772877,108.962454269291,1371.91259277042,1480.87504703971,1033088,1179906,"SK"
"296",2021-12-29,"sk",929722.395448112,876149.317334841,-108.31748321862,1285.34056196408,1177.02307874546,1033088,1179906,"SK"
"297",2021-12-30,"sk",929830.197140554,877299.824142687,107.801692442619,1150.5068078459,1258.30850028852,1033088,1179906,"SK"
"298",2021-12-31,"sk",929723.019342453,878087.323666398,-107.177798101213,787.499523710576,680.321725609363,1033088,1179906,"SK"
"299",2022-01-01,"sk",929829.696922263,878241.338954968,106.677579810028,154.015288570314,260.692868380342,1033088,1179906,"SK"
"300",2022-01-02,"sk",929723.623281955,877813.254008902,-106.073640308343,-428.084946065792,-534.158586374135,1033088,1179906,"SK"
"301",2021-09-25,"mb",1013875,956808.75,NA,NA,NA,1168952,1382904,"MB"
"302",2021-09-26,"mb",1014560.375,959368.83748757,685.375,2560.08748756978,3245.46248756978,1168952,1382904,"MB"
"303",2021-09-27,"mb",1015245.63758163,958282.926744032,685.262581631308,-1085.91074353759,-400.648161906283,1168952,1382904,"MB"
"304",2021-09-28,"mb",1015930.78361715,960533.533390534,685.146035518032,2250.60664650227,2935.75268202031,1168952,1382904,"MB"
"305",2021-09-29,"mb",1016615.80874796,959721.351140049,685.025130813359,-812.182250485756,-127.157119672396,1168952,1382904,"MB"
"306",2021-09-30,"mb",1017300.70836714,961718.618213228,684.899619173841,1997.26707317971,2682.16669235355,1168952,1382904,"MB"
"307",2021-10-01,"mb",1017985.47760021,961132.663104628,684.769233072642,-585.955108600319,98.8141244723229,1168952,1382904,"MB"
"308",2021-10-02,"mb",1018670.11128412,962920.128180467,684.633683915483,1787.4650758385,2472.09875975398,1168952,1382904,"MB"
"309",2021-10-03,"mb",1019354.60394405,962522.75046698,684.492659929092,-397.377713486552,287.11494644254,1168952,1382904,"MB"
"310",2021-10-04,"mb",1020038.94976785,964135.06917724,684.345823792042,1612.31871025963,2296.66453405167,1168952,1382904,"MB"
"311",2021-10-05,"mb",1020723.14257781,963895.819300857,684.192809968954,-239.249876382994,444.94293358596,1168952,1382904,"MB"
"312",2021-10-06,"mb",1021407.17579952,965361.091162424,684.033221704653,1465.27186156774,2149.3050832724,1168952,1382904,"MB"
"313",2021-10-07,"mb",1022091.04242715,965254.983797334,683.866627626354,-106.107365090516,577.759262535837,1168952,1382904,"MB"
"314",2021-10-08,"mb",1022774.73498504,966596.294393631,683.692557893461,1341.31059629691,2025.00315419037,1168952,1382904,"MB"
"315",2021-10-09,"mb",1023458.24548486,966602.612540139,683.510499822092,6.3181465085363,689.828646330629,1168952,1382904,"MB"
"316",2021-10-10,"mb",1024141.56537776,967839.107681687,683.319892901112,1236.49514154787,1919.81503444898,1168952,1382904,"MB"
"317",2021-10-11,"mb",1024824.68550086,967940.542520694,683.12012309581,101.434839006281,784.554962102091,1168952,1382904,"MB"
"318",2021-10-12,"mb",1025507.59601718,969088.207847959,682.910516320844,1147.66532726516,1830.575843586,1168952,1382904,"MB"
"319",2021-10-13,"mb",1026190.28634812,969270.217186609,682.690330935991,182.00933865062,864.699669586611,1168952,1382904,"MB"
"320",2021-10-14,"mb",1026872.7450972,970342.463613781,682.458749089623,1072.24642717221,1754.70517626184,1168952,1382904,"MB"
"321",2021-10-15,"mb",1027554.95996391,970592.778671429,682.214866700815,250.315057647298,932.529924348113,1168952,1382904,"MB"
"322",2021-10-16,"mb",1028236.91764573,971600.894385058,681.957681821892,1008.11571362917,1690.07339545107,1168952,1382904,"MB"
"323",2021-10-17,"mb",1028918.6037268,971909.131099014,681.68608106859,308.236713956227,989.922795024817,1168952,1382904,"MB"
"324",2021-10-18,"mb",1029600.00255053,972862.638276457,681.398823735653,953.507177442312,1634.90600117797,1168952,1382904,"MB"
"325",2021-10-19,"mb",1030281.09707365,973219.984754043,681.094523121486,357.346477586543,1038.44100070803,1168952,1382904,"MB"
"326",2021-10-20,"mb",1030961.86869813,974126.925850411,680.771624477813,906.941096367664,1587.71272084548,1168952,1382904,"MB"
"327",2021-10-21,"mb",1031642.29707698,974525.886902546,680.428378848941,398.961052135215,1079.38943098416,1168952,1382904,"MB"
"328",2021-10-22,"mb",1032322.35988886,975393.057206542,680.062811883865,867.170303996187,1547.23311588005,1168952,1382904,"MB"
"329",2021-10-23,"mb",1033002.03257532,975827.242650134,679.672686457401,434.185443592141,1113.85813004954,1168952,1382904,"MB"
"330",2021-10-24,"mb",1033681.28803294,976660.38063694,679.25545762328,833.137986805639,1512.39344442892,1168952,1382904,"MB"
"331",2021-10-25,"mb",1034360.09625095,977124.327669063,678.808218004531,463.947032122873,1142.7552501274,1168952,1382904,"MB"
"332",2021-10-26,"mb",1035038.42388212,977928.271246474,678.32763117284,803.943577411468,1482.27120858431,1168952,1382904,"MB"
"333",2021-10-27,"mb",1035716.23373195,978417.293464797,677.809849829529,489.022218322498,1166.83206815203,1168952,1382904,"MB"
"334",2021-10-28,"mb",1036393.48414655,979196.107781199,677.250414595939,778.814316402189,1456.06473099813,1168952,1382904,"MB"
"335",2021-10-29,"mb",1037070.1282744,979706.16478016,676.6441278524,510.056998961256,1186.70112681366,1168952,1382904,"MB"
"336",2021-10-30,"mb",1037746.11316957,980463.24535669,675.984895169386,757.08057652961,1433.065471699,1168952,1382904,"MB"
"337",2021-10-31,"mb",1038421.37869379,980990.827453325,675.265524224378,527.582096634898,1202.84762085928,1168952,1382904,"MB"
"338",2021-11-01,"mb",1039095.85616114,981728.98062943,674.477467343677,738.153176105581,1412.63064344926,1168952,1382904,"MB"
"339",2021-11-02,"mb",1039769.46664954,982271.003138525,673.610488407779,542.022509095143,1215.63299750292,1168952,1382904,"MB"
"340",2021-11-03,"mb",1040442.11887654,982992.503739583,672.65222699428,721.500601058011,1394.15282805229,1168952,1382904,"MB"
"341",2021-11-04,"mb",1041113.7064975,983546.204006853,671.587620958919,553.700267269625,1225.28788822854,1168952,1382904,"MB"
"342",2021-11-05,"mb",1041784.10462855,984252.827035266,670.398131047143,706.62302841316,1377.0211594603,1168952,1382904,"MB"
"343",2021-11-06,"mb",1042453.16531258,984815.654266942,669.060684035649,562.827231675736,1231.88791571138,1168952,1382904,"MB"
"344",2021-11-07,"mb",1043120.71152089,985508.671782775,667.546208309243,693.017515833024,1360.56372414227,1168952,1382904,"MB"
"345",2021-11-08,"mb",1043786.52908812,986078.152347894,665.81756723125,569.480565119069,1235.29813235032,1168952,1382904,"MB"
"346",2021-11-09,"mb",1044450.35567054,986758.274905253,663.826582421432,680.122557358467,1343.9491397799,1168952,1382904,"MB"
"347",2021-11-10,"mb",1045111.86531696,987331.818320504,661.509646421182,573.543415251421,1235.0530616726,1168952,1382904,"MB"
"348",2021-11-11,"mb",1045770.6464026,987999.032453789,658.781085639843,667.214133284986,1325.99521892483,1168952,1382904,"MB"
"349",2021-11-12,"mb",1046426.16921947,988573.598456075,655.522816865938,574.56600228569,1230.08881915163,1168952,1382904,"MB"
"350",2021-11-13,"mb",1047077.73688491,989226.777147065,651.567665440612,653.178690990317,1304.74635643093,1168952,1382904,"MB"
"351",2021-11-14,"mb",1047724.40825055,989798.194759327,646.671365641756,571.417612262187,1218.08897790394,1168952,1382904,"MB"
"352",2021-11-15,"mb",1048364.87155249,990434.1259343,640.463301937794,635.931174972444,1276.39447691024,1168952,1382904,"MB"
"353",2021-11-16,"mb",1048997.22639482,990995.413207516,632.354842333356,561.287273216061,1193.64211554942,1168952,1382904,"MB"
"354",2021-11-17,"mb",1049618.58311547,991606.009447299,621.356720648939,610.596239783801,1231.95296043274,1168952,1382904,"MB"
"355",2021-11-18,"mb",1050224.26639527,992142.126236582,605.683279796038,536.116789282183,1141.80006907822,1168952,1382904,"MB"
"356",2021-11-19,"mb",1050806.0655161,992704.085658548,581.799120835494,561.959421966458,1143.75854280195,1168952,1382904,"MB"
"357",2021-11-20,"mb",1051347.85800127,993168.600813847,541.792485164478,464.515155298752,1006.30764046323,1168952,1382904,"MB"
"358",2021-11-21,"mb",1051812.70697449,993583.477083805,464.848973223707,414.876269958331,879.725243182038,1168952,1382904,"MB"
"359",2021-11-22,"mb",1052098.88246154,993713.896933188,286.175487050787,130.419849382481,416.595336433267,1168952,1382904,"MB"
"360",2021-11-23,"mb",1052003.0554797,993400.042316061,-95.8269818387926,-313.854617127101,-409.681598965893,1168952,1382904,"MB"
"361",2021-11-24,"mb",1052096.08536402,993885.353654465,93.029884312069,485.311338404543,578.341222716612,1168952,1382904,"MB"
"362",2021-11-25,"mb",1052007.44408911,993226.999565184,-88.641274910653,-658.354089281522,-746.995364192175,1168952,1382904,"MB"
"363",2021-11-26,"mb",1052093.82629017,994040.857364355,86.382201062981,813.857799171121,900.240000234102,1168952,1382904,"MB"
"364",2021-11-27,"mb",1052010.89351078,993062.803701259,-82.9327793896664,-978.053663096041,-1060.98644248571,1168952,1382904,"MB"
"365",2021-11-28,"mb",1052091.94611591,994182.82282009,81.0526051283814,1120.01911883138,1201.07172395976,1168952,1382904,"MB"
"366",2021-11-29,"mb",1052013.70107741,992906.882018828,-78.2450384921394,-1275.94080126169,-1354.18583975383,1168952,1382904,"MB"
"367",2021-11-30,"mb",1052090.34600342,994312.637024663,76.6449260062072,1405.75500583427,1482.39993184048,1168952,1382904,"MB"
"368",2021-12-01,"mb",1052016.04597558,992759.25806538,-74.3000278454274,-1553.37895928218,-1627.67898712761,1168952,1382904,"MB"
"369",2021-12-02,"mb",1052088.96050862,994431.104901847,72.9145330402534,1671.84683646681,1744.76136950706,1168952,1382904,"MB"
"370",2021-12-03,"mb",1052018.04384299,992620.307529364,-70.9166656299494,-1810.7973724833,-1881.71403811325,1168952,1382904,"MB"
"371",2021-12-04,"mb",1052087.74416531,994538.716314579,69.7003223279025,1918.40878521523,1988.10910754313,1168952,1382904,"MB"
"372",2021-12-05,"mb",1052019.7732499,992490.576584775,-67.9709154157899,-2048.13972980424,-2116.11064522003,1168952,1382904,"MB"
"373",2021-12-06,"mb",1052086.66417666,994635.818550097,66.8909267620184,2145.24196532171,2212.13289208373,1168952,1382904,"MB"
"374",2021-12-07,"mb",1052021.28977556,992370.63751424,-65.3744011030067,-2265.18103585695,-2330.55543695996,1168952,1382904,"MB"
"375",2021-12-08,"mb",1052085.6961573,994722.729890509,64.4063817467541,2352.09237626963,2416.49875801639,1168952,1382904,"MB"
"376",2021-12-09,"mb",1052022.63403251,992260.975074196,-63.0621247920208,-2461.75481631362,-2524.81694110564,1168952,1382904,"MB"
"377",2021-12-10,"mb",1052084.82151772,994799.810760483,62.1874852092005,2538.83568628784,2601.02317149704,1168952,1382904,"MB"
"378",2021-12-11,"mb",1052023.83650118,992161.904281401,-60.9850165413227,-2637.90647908277,-2698.89149562409,1168952,1382904,"MB"
"379",2021-12-12,"mb",1052084.02578651,994867.50168018,60.1892853269819,2705.59739877889,2765.78668410587,1168952,1382904,"MB"
"380",2021-12-13,"mb",1052024.92057678,992073.521338482,-59.1052097303327,-2793.98034169781,-2853.08555142814,1168952,1382904,"MB"
"381",2021-12-14,"mb",1052083.29749502,994926.335081752,58.3769182430115,2852.81374327047,2911.19066151348,1168952,1382904,"MB"
"382",2021-12-15,"mb",1052025.90456283,991995.68710125,-57.3929321896285,-2930.64798050257,-2988.0409126922,1168952,1382904,"MB"
"383",2021-12-16,"mb",1052082.62741308,994976.927787156,56.722850253107,2981.24068590661,3037.96353615972,1168952,1382904,"MB"
"384",2021-12-17,"mb",1052026.8030174,991928.038982363,-55.824395683594,-3048.88880479289,-3104.71320047649,1168952,1382904,"MB"
"385",2021-12-18,"mb",1052082.00801147,995019.960946765,55.2049940731376,3091.92196440115,3147.12695847428,1168952,1382904,"MB"
"386",2021-12-19,"mb",1052027.62768717,991870.02417894,-54.3803243008442,-3149.93676782493,-3204.31709212577,1168952,1382904,"MB"
"387",2021-12-20,"mb",1052081.43307528,995056.153757522,53.805388113251,3186.12957858236,3239.93496669561,1168952,1382904,"MB"
"388",2021-12-21,"mb",1052028.38817103,991820.945620567,-53.0449042574037,-3235.20813695469,-3288.2530412121,1168952,1382904,"MB"
"389",2021-12-22,"mb",1052080.89742029,995086.236178448,52.5092492667027,3265.29055788054,3317.79980714724,1168952,1382904,"MB"
"390",2021-12-23,"mb",1052029.09240125,991780.012289245,-51.8050190436188,-3306.22388920293,-3358.02890824655,1168952,1382904,"MB"
"391",2021-12-24,"mb",1052080.3966812,995110.924357576,51.3042799497489,3330.91206833115,3382.2163482809,1168952,1382904,"MB"
"392",2021-12-25,"mb",1052029.74699891,991746.387168892,-50.6496822906192,-3364.5371886841,-3415.18687097472,1168952,1382904,"MB"
"393",2021-12-26,"mb",1052079.92715107,995130.900914211,50.1801521629095,3384.51374531933,3434.69389748224,1168952,1382904,"MB"
"394",2021-12-27,"mb",1052030.35754061,991719.228349941,-49.569610463921,-3411.67256427044,-3461.24217473436,1168952,1382904,"MB"
"395",2021-12-28,"mb",1052079.4856579,995146.800867929,49.1281172942836,3427.57251798816,3476.70063528244,1168952,1382904,"MB"
"396",2021-12-29,"mb",1052030.92876165,991697.721084806,-48.5568962574471,-3449.07978312252,-3497.63667937997,1168952,1382904,"MB"
"397",2021-12-30,"mb",1052079.06946849,995159.20302478,48.1407068462577,3461.48193997343,3509.62264681968,1168952,1382904,"MB"
"398",2021-12-31,"mb",1052031.46471278,991681.100425886,-47.6047557101119,-3478.10259889415,-3525.70735460427,1168952,1382904,"MB"
"399",2022-01-01,"mb",1052078.67621276,995168.626045722,47.2114999755286,3487.52561983617,3534.7371198117,1168952,1382904,"MB"
"400",2022-01-02,"mb",1052031.96888266,991668.665304467,-46.7073300937191,-3499.96074125508,-3546.6680713488,1168952,1382904,"MB"
"401",2021-09-25,"on",11178070,10440195.25,NA,NA,NA,12932324,14789778,"ON"
"402",2021-09-26,"on",11192833.875,10464193.9206655,14763.875,23998.6706655491,38762.5456655491,12932324,14789778,"ON"
"403",2021-09-27,"on",11207589.9331089,10488010.5424955,14756.0581089389,23816.6218299493,38572.6799388882,12932324,14789778,"ON"
"404",2021-09-28,"on",11222337.6531126,10511619.5008484,14747.7200036142,23608.9583528619,38356.6783564761,12932324,14789778,"ON"
"405",2021-09-29,"on",11237076.4601983,10534990.1546338,14738.8070857022,23370.6537854001,38109.4608711023,12932324,14789778,"ON"
"406",2021-09-30,"on",11251805.7183824,10558085.6827579,14729.258184107,23095.5281241275,37824.7863082346,12932324,14789778,"ON"
"407",2021-10-01,"on",11266524.7215567,10580861.6998527,14719.0031743255,22776.0170947835,37495.0202691089,12932324,14789778,"ON"
"408",2021-10-02,"on",11281232.6828421,10603264.668568,14707.9612854533,22402.9687153418,37110.9300007951,12932324,14789778,"ON"
"409",2021-10-03,"on",11295928.7218516,10625230.2396373,14696.0390094966,21965.5710692778,36661.6100787744,12932324,14789778,"ON"
"410",2021-10-04,"on",11310611.8493516,10646681.8710793,14683.1274999287,21451.6314420402,36134.7589419689,12932324,14789778,"ON"
"411",2021-10-05,"on",11325280.9486599,10667530.4999123,14669.0993083268,20848.6288330127,35517.7281413395,12932324,14789778,"ON"
"412",2021-10-06,"on",11339934.7529146,10687676.7490927,14653.8042546622,20146.2491803542,34800.0534350164,12932324,14789778,"ON"
"413",2021-10-07,"on",11354571.8170663,10707018.0833265,14637.0641517024,19341.3342337683,33978.3983854707,12932324,14789778,"ON"
"414",2021-10-08,"on",11369190.4830625,10725463.8426191,14618.6659962367,18445.7592926156,33064.4252888523,12932324,14789778,"ON"
"415",2021-10-09,"on",11383788.8361459,10742959.3459322,14598.3530834243,17495.503313167,32093.8563965913,12932324,14789778,"ON"
"416",2021-10-10,"on",11398364.6494153,10759513.6990487,14575.8132693637,16554.3531164993,31130.166385863,12932324,14789778,"ON"
"417",2021-10-11,"on",11412915.312675,10775215.8497149,14550.6632597465,15702.1506661549,30252.8139259014,12932324,14789778,"ON"
"418",2021-10-12,"on",11427437.7399454,10790221.4957085,14522.4272703938,15005.6459935643,29528.0732639581,12932324,14789778,"ON"
"419",2021-10-13,"on",11441928.2475189,10804711.9542683,14490.5075735021,14490.4585598726,28980.9661333747,12932324,14789778,"ON"
"420",2021-10-14,"on",11456382.3906307,10818849.9799489,14454.1431117561,14138.0256805383,28592.1687922943,12932324,14789778,"ON"
"421",2021-10-15,"on",11470794.7408068,10832756.1629494,14412.3501760997,13906.1830005106,28318.5331766102,12932324,14789778,"ON"
"422",2021-10-16,"on",11485158.5762564,10846507.7234998,14363.8354496025,13751.5605503898,28115.3959999923,12932324,14789778,"ON"
